question,answer
"What was the average household expenditure on Purchase of telephones and equipment for Population centre 1,000,000 and over in 2021?",$338.0
"What was the average household expenditure on Internet access services for Population centre 1,000,000 and over in 2021?",$887.0
"What was the average household expenditure on Digital services for Population centre 1,000,000 and over in 2021?",$182.0
"What was the average household expenditure on Postal, courier, delivery and other communication services for Population centre 1,000,000 and over in 2021?",$146.0
"What was the average household expenditure on Domestic and other custodial services (excluding child care) for Population centre 1,000,000 and over in 2021?",$191.0
"What was the average household expenditure on Pet expenses for Population centre 1,000,000 and over in 2021?",$658.0
"What was the average household expenditure on Pet food and pet-related goods for Population centre 1,000,000 and over in 2021?",$312.0
"What was the average household expenditure on Purchase of pets for Population centre 1,000,000 and over in 2021?",$85.0
"What was the average household expenditure on Veterinarian and other services for Population centre 1,000,000 and over in 2021?",$261.0
"What was the average household expenditure on Household cleaning supplies and equipment for Population centre 1,000,000 and over in 2021?",$286.0
"What was the average household expenditure on Detergent and other soaps for Population centre 1,000,000 and over in 2021?",$135.0
"What was the average household expenditure on Cleaning equipment (non-electric) for Population centre 1,000,000 and over in 2021?",$28.0
"What was the average household expenditure on Other household cleaning supplies for Population centre 1,000,000 and over in 2021?",$124.0
"What was the average household expenditure on Paper, plastic and foil supplies for Population centre 1,000,000 and over in 2021?",$365.0
"What was the average household expenditure on Stationery (excluding school supplies) for Population centre 1,000,000 and over in 2021?",$109.0
