question,answer
Tell me about Red Gate - Revue Stage.,"Red Gate - Revue Stage is located at 1601 Johnston St, Vancouver, BC, V6H 3R9. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 198 seats. It is currently active. You can find more information at: http://redgate.at.org/red-gate-revue-stage-1."
Tell me about Renfrew Park Community Centre.,"Renfrew Park Community Centre is located at 2929 E 22nd Av, Vancouver, BC, V5M 2Y3. It is in the Renfrew-Collingwood area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://www.renfrewcc.com/."
Tell me about Russian Community Centre Of Vancouver.,"Russian Community Centre Of Vancouver is located at 2114 W 4th Av, Vancouver, BC, V6K 1N6. It is in the Kitsilano area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: www.russiancentrevancouver.org."
Tell me about Science World At Telus World Of Science.,"Science World At Telus World Of Science is located at 1455 Quebec St, Vancouver, BC, V6A 3Z7. It is in the Downtown area. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by Government. It has 600 seats. It is currently active. You can find more information at: www.scienceworld.ca?."
Tell me about Semi-Public (221A).,"Semi-Public (221A) is located at 271 Union St, Vancouver, BC, V6A 2B2. It is in the Strathcona area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Privately Owned. It is currently active. You can find more information at: http://221a.ca/."
Tell me about Skwachàys Lodge Gallery.,"Skwachàys Lodge Gallery is located at 31 W Pender St, Vancouver, BC, V6B 1R3. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: http://skwachays.com/."
Tell me about St James Community Square.,"St James Community Square is located at 3214 W 10th Av, Vancouver, BC, V6K 2L2. It is in the Kitsilano area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.sjcommunitysquare.org."
Tell me about St. James Anglican Church.,"St. James Anglican Church is located at 303 E Cordova St, Vancouver, BC, V6A 1L4. It is in the Strathcona area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It is currently active. You can find more information at: www.stjames.bc.ca."
Tell me about Stanley Park Nature House.,"Stanley Park Nature House is located at Stanley Park, Vancouver, BC. It is in the Stanley Park area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://stanleyparkecology.ca/education/nature-house/."
Tell me about Strathcona Community Centre.,"Strathcona Community Centre is located at 601 Keefer St, Vancouver, BC, V6A 3V8. It is in the Strathcona area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/strathcona-community-centre.aspx."
Tell me about SUM Gallery.,"SUM Gallery is located at 268 Keefer St, Vancouver, BC, V6A 1X5. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: http://queerartsfestival.com/about-sum-gallery/."
Tell me about Sunset Community Centre.,"Sunset Community Centre is located at 6810 Main St, Vancouver, BC, V5X 0A1. It is in the Sunset area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://www.mysunset.net/."
Tell me about Taiwanese Canadian Cultural Society.,"Taiwanese Canadian Cultural Society is located at 8853 Selkirk St, Vancouver, BC, V6P 4J6. It is in the Marpole area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: www.tccs.ca."
Tell me about Tangent Cafe.,"Tangent Cafe is located at 2095 Commercial Dr, Vancouver, BC, V5N 4A9. It is in the Grandview-Woodland area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://tangentcafe.ca/."
Tell me about The Cobalt.,"The Cobalt is located at 917 Main St, Vancouver, BC,  V6A 2V8. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.thecobalt.ca/."
Tell me about The Edge.,"The Edge is located at 289 Alexander St, Vancouver, BC, V6A 4H6. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio with Residence. The space is owned by Privately Owned. It is currently active."
Tell me about The Emerald.,"The Emerald is located at 555 Gore Av, Vancouver, BC, V6A 2Z6. It is in the Strathcona area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It has 70 seats. It is currently active. You can find more information at: http://emeraldsupperclub.com/."
Tell me about The Ironworks Studio.,"The Ironworks Studio is located at 235 Alexander St, Vancouver, BC, V6A 1C2. It is in the Strathcona area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It has 180 seats. It is currently active. You can find more information at: www.theironworks.ca."
Tell me about The Rhythm Room.,"The Rhythm Room is located at 8713 Cambie St, Vancouver, BC,. It is in the Marpole area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.s2sproductions.com."
Tell me about Tom Lee Music Recital Hall.,"Tom Lee Music Recital Hall is located at 929 Granville St, Vancouver, BC, V6Z 1L3. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: www.tomleemusic.ca."
Tell me about Trees Organic Coffee House.,"Trees Organic Coffee House is located at 450 Granville St, Vancouver, BC, V6C 1V4. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.treescoffee.com/."
Tell me about Trench Gallery.,"Trench Gallery is located at 148 Alexander St, Vancouver, BC, V6A 1B5. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.trenchgallery.com."
Tell me about Trout Lake Community Centre.,"Trout Lake Community Centre is located at 3360 Victoria Dr, Vancouver, BC, V5N 4M4. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx."
Tell me about UBC Museum of Anthropology.,"UBC Museum of Anthropology is located at 6393 NW Marine Dr, Vancouver, BC, V6T 1Z2. It is in the UBC area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://moa.ubc.ca/."
Tell me about UBC Thunderbird Arena.,"UBC Thunderbird Arena is located at 2555 Wesbrook Mall, Vancouver, BC, V6T 1Z3. It is in the UBC area. It is a Community Space primarily used for Arena/Stadium. The space is owned by Government. It has 5033 seats. It is currently active. You can find more information at: http://thunderbirdarena.ubc.ca/."
Tell me about Ukrainian Hall.,"Ukrainian Hall is located at 805 E Pender St, Vancouver, BC, V6A 1V9. It is in the Strathcona area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It has 200 seats. It is currently active. You can find more information at: http://www.auucvancouver.ca/."
Tell me about Vancouver Academy of Music.,"Vancouver Academy of Music is located at 1270 Chestnut St, Vancouver, BC, V6J 4R9. It is in the Kitsilano area. It is a Educational primarily used for Educational Institution. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://vancouveracademyofmusic.com."
Tell me about Vancouver Adapted Music.,"Vancouver Adapted Music is located at 4255 Laurel St, Vancouver, BC, V5Z 2G9. It is in the South Cambie area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.vams.org/."
Tell me about Vancouver Art Gallery.,"Vancouver Art Gallery is located at 750 Hornby St, Vancouver, BC, V6Z 2H7. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.vanartgallery.bc.ca."
Tell me about Vancouver Japanese Language School and Japanese Hall.,"Vancouver Japanese Language School and Japanese Hall is located at 475 Alexander St, Vancouver, BC, V6A 1C6. It is in the Strathcona area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: http://www.vjls-jh.com."
Tell me about Vancouver Playhouse Theatre.,"Vancouver Playhouse Theatre is located at 600 Hamilton St, Vancouver, BC, V6B 6A1. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 668 seats. It is currently active. You can find more information at: http://vancouver.caparks-recreation-culture/vancouver-playhouse.aspx."
Tell me about Vancouver Police Museum.,"Vancouver Police Museum is located at 240 E Cordova St, Vancouver, BC, V6A 1L3. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vancouverpolicemuseum.ca?."
Tell me about Vancouver Symphony Orchestra School of Music.,"Vancouver Symphony Orchestra School of Music is located at 843 Seymour St, Vancouver, BC, V6B 3L4. It is in the Downtown area. It is a Educational primarily used for Educational Institution. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vsoschoolofmusic.ca?."
